name,description,brand,price,compareAtPrice,stock,categoryName,imageUrls,specs
t490s i7 8th gen 16gb 512gb non,t490s i7 8th gen 16gb 512gb non,Unknown,36000.0,,5,Laptops,,{}
T480s i7 8th gen 16gb 256gb touch,T480s i7 8th gen 16gb 256gb touch,Unknown,37000.0,,5,Laptops,,{}
T490s i7 16gb 256gb non,T490s i7 16gb 256gb non,Unknown,34000.0,,5,Laptops,data/NEX GEN LAPTOPS/NEX GEN LAPTOPS/T490s i7 16gb 256gb.jfif,{}
T480s i7 8th gen 16gb 256gb non,T480s i7 8th gen 16gb 256gb non,Unknown,33000.0,,5,Laptops,,{}
T480s core i5 8gen 8ram 256ssd,T480s core i5 8gen 8ram 256ssd,Unknown,26000.0,,5,Laptops,data/NEX GEN LAPTOPS/NEX GEN LAPTOPS/T480s core i5 8gen 8ram 256ssd.jfif,{}
T480s core i5 8gen 8ram 256ssd touch,T480s core i5 8gen 8ram 256ssd touch,Unknown,32000.0,,5,Laptops,,{}
T460s i5 6th gen 8ram 256ssd,T460s i5 6th gen 8ram 256ssd,Unknown,22500.0,,5,Laptops,data/NEX GEN LAPTOPS/NEX GEN LAPTOPS/T460s i5 6th gen 8ram 256ssd.jfif,{}
T470s i5 8ram 256ssd,T470s i5 8ram 256ssd,Unknown,25000.0,,5,Laptops,data/NEX GEN LAPTOPS/NEX GEN LAPTOPS/T470s i5 8ram 256ssd.jfif,{}
Dell 7280 i5 8ram 256ssd,Dell 7280 i5 8ram 256ssd,Dell,22000.0,,5,Laptops,,{}
Dell 7390 i5 8th gen 8gb 256gb non,Dell 7390 i5 8th gen 8gb 256gb non,Dell,25000.0,,5,Laptops,data/NEX GEN LAPTOPS/NEX GEN LAPTOPS/Dell 7390 i5 8th gen 8gb 256gb non.jfif,{}
Dell 7280 i5 6th gen 8gb 256gb touch,Dell 7280 i5 6th gen 8gb 256gb touch,Dell,24500.0,,5,Laptops,data/NEX GEN LAPTOPS/NEX GEN LAPTOPS/Dell 7280 i5 6th gen 8gb 256gb touch.jfif,{}
DELL PRECISION 5530 WORKSTATION 16GB/512SSD,DELL PRECISION 5530 WORKSTATION 16GB/512SSD,Dell,51000.0,,5,Laptops,,{}
hp elitebook 840 g8 i5 11th generation 8/256,hp elitebook 840 g8 i5 11th generation 8/256,Hp,39000.0,,5,Laptops,data/NEX GEN LAPTOPS/NEX GEN LAPTOPS/840 g8.jfif,{}
Hp probook 440 g10 i7 13th gen,Hp probook 440 g10 i7 13th gen,Hp,122000.0,,5,Laptops,data/NEX GEN LAPTOPS/NEX GEN LAPTOPS/440 g10.jfif,{}
Hp elitebook 860 G10 16gb/512ssd,Hp elitebook 860 G10 16gb/512ssd,Hp,140000.0,,5,Laptops,data/NEX GEN LAPTOPS/NEX GEN LAPTOPS/hp 860 g10.jfif,{}
Dell 7440 16gb/256ssd i7 13th gen,Dell 7440 16gb/256ssd i7 13th gen,Dell,220000.0,,5,Laptops,data/NEX GEN LAPTOPS/NEX GEN LAPTOPS/dell 7440.jfif,{}
Dell 7420 8gb/256ssd i7 11th gen,Dell 7420 8gb/256ssd i7 11th gen,Dell,30000.0,,5,Laptops,data/NEX GEN LAPTOPS/NEX GEN LAPTOPS/dell 7420.jfif,{}
Hp  1030 8gb/512ssd g2  i5 7th,Hp  1030 8gb/512ssd g2  i5 7th,Hp,45000.0,,5,Laptops,data/NEX GEN LAPTOPS/NEX GEN LAPTOPS/1030 g2.jfif,{}
Dell 3450 16gb/512ssd  i7 13th gen,Dell 3450 16gb/512ssd  i7 13th gen,Dell,13000.0,,5,Laptops,data/NEX GEN LAPTOPS/NEX GEN LAPTOPS/dell 3450.jfif,{}
Dell 7400 8gb/256ssd  i5 8th,Dell 7400 8gb/256ssd  i5 8th,Dell,39000.0,,5,Laptops,data/NEX GEN LAPTOPS/NEX GEN LAPTOPS/dell 7400.jfif,{}
Dell 7320 16gb 512ssd  i7 11th,Dell 7320 16gb 512ssd  i7 11th,Dell,60000.0,,5,Laptops,data/NEX GEN LAPTOPS/NEX GEN LAPTOPS/dell 7320.jfif,{}
Lenovo T 14s i7 12th 16gb/512ssd,Lenovo T 14s i7 12th 16gb/512ssd,Lenovo,170000.0,,5,Laptops,,{}
Hp pavilion 15 16gb/256ssd,Hp pavilion 15 16gb/256ssd,Hp,70000.0,,5,Laptops,,{}
Dell precision 5540 16gb/512ssd i7 8th,Dell precision 5540 16gb/512ssd i7 8th,Dell,80000.0,,5,Laptops,,{}
Dell 5420 16gb/256ssd  i7 11th,Dell 5420 16gb/256ssd  i7 11th,Dell,40000.0,,5,Laptops,data/NEX GEN LAPTOPS/NEX GEN LAPTOPS/dell 5420.jfif,{}
Dell precision 5550  16gb/512ssd i7 10 th,Dell precision 5550  16gb/512ssd i7 10 th,Dell,72000.0,,5,Laptops,data/NEX GEN LAPTOPS/NEX GEN LAPTOPS/dell 5550.jfif,{}
Dell 5410 16gb/256ssd i5 10th,Dell 5410 16gb/256ssd i5 10th,Dell,31000.0,,5,Laptops,data/NEX GEN LAPTOPS/NEX GEN LAPTOPS/dell 5410.jfif,{}
Dell precision 3581  16gb/256ssd i7 13th,Dell precision 3581  16gb/256ssd i7 13th,Dell,86000.0,,5,Laptops,data/NEX GEN LAPTOPS/NEX GEN LAPTOPS/dell precision 3581.jfif,{}
Dell 7450 8gb/500gb i5,Dell 7450 8gb/500gb i5,Dell,28000.0,,5,Laptops,data/NEX GEN LAPTOPS/NEX GEN LAPTOPS/dell 7450.jfif,{}
Hp omen 16  16gb/1TB ssd i7 13th,Hp omen 16  16gb/1TB ssd i7 13th,Hp,150000.0,,5,Laptops,data/NEX GEN LAPTOPS/NEX GEN LAPTOPS/hp omen 16.jfif,{}
Hp envy 13 8gb/256ssd,Hp envy 13 8gb/256ssd,Hp,115000.0,,5,Laptops,data/NEX GEN LAPTOPS/NEX GEN LAPTOPS/hp envy 13.jfif,{}
Lenovo t15p  8gb/256ssd i7 11th,Lenovo t15p  8gb/256ssd i7 11th,Lenovo,55000.0,,5,Laptops,data/NEX GEN LAPTOPS/NEX GEN LAPTOPS/lenovo t15p.jfif,{}
Dell 5320 8gb/256ssd  touch i5 11th,Dell 5320 8gb/256ssd  touch i5 11th,Dell,35000.0,,5,Laptops,data/NEX GEN LAPTOPS/NEX GEN LAPTOPS/dell 5320  i5 11gen.jfif,{}
Hp probook 435 16gb/512ssd  g7 amd ryzen 7 10th,Hp probook 435 16gb/512ssd  g7 amd ryzen 7 10th,Hp,45000.0,,5,Laptops,data/NEX GEN LAPTOPS/NEX GEN LAPTOPS/probook 435 g7.jfif,{}
Dell 7430 i7 12th  8gb/256ssd,Dell 7430 i7 12th  8gb/256ssd,Dell,60000.0,,5,Laptops,data/NEX GEN LAPTOPS/NEX GEN LAPTOPS/dell 7430.jfif,{}
Hp elitebook 1030 8gb/256ssd g3 i5 8th,Hp elitebook 1030 8gb/256ssd g3 i5 8th,Hp,36000.0,,5,Laptops,data/NEX GEN LAPTOPS/NEX GEN LAPTOPS/hp 1030 g3.jfif,{}
Hp elitebook 1030 8gb/256ssd g8 i5 11th gen,Hp elitebook 1030 8gb/256ssd g8 i5 11th gen,Hp,44000.0,,5,Laptops,data/NEX GEN LAPTOPS/NEX GEN LAPTOPS/1030 g8.jfif,{}
Hp probook 450  8gb/256ssd g6 i5 8th gen,Hp probook 450  8gb/256ssd g6 i5 8th gen,Hp,25000.0,,5,Laptops,data/NEX GEN LAPTOPS/NEX GEN LAPTOPS/Hp probook 450 g6.jfif,{}
Hp elitebook 630 16gb 512ssd g10 i7 13th gen,Hp elitebook 630 16gb 512ssd g10 i7 13th gen,Hp,133000.0,,5,Laptops,data/NEX GEN LAPTOPS/NEX GEN LAPTOPS/elitebook 630 g10.jfif,{}
Dell latitude 5421  16gb/512ssd i5 11th gen,Dell latitude 5421  16gb/512ssd i5 11th gen,Dell,60000.0,,5,Laptops,data/NEX GEN LAPTOPS/NEX GEN LAPTOPS/dell 5421 i5 11th gen.jfif,{}
Dell latitude 9520 16gb/512ssd  i7 11th gen,Dell latitude 9520 16gb/512ssd  i7 11th gen,Dell,72000.0,,5,Laptops,data/NEX GEN LAPTOPS/NEX GEN LAPTOPS/dell latitude 9520 i7 11th gen.jfif,{}
Hp victus 15 16gb/512ssd 12th gen,Hp victus 15 16gb/512ssd 12th gen,Hp,115000.0,,5,Laptops,data/NEX GEN LAPTOPS/NEX GEN LAPTOPS/hp victus 15.jfif,{}
Dell xps 13 9305 8gb/256ssd  i5 11th gen,Dell xps 13 9305 8gb/256ssd  i5 11th gen,Dell,80500.0,,5,Laptops,data/NEX GEN LAPTOPS/NEX GEN LAPTOPS/dell xps 13 9305.jfif,{}
"Dell xps 7590 8gb/256 ssd i7 9th gen,","Dell xps 7590 8gb/256 ssd i7 9th gen,",Dell,80000.0,,5,Laptops,data/NEX GEN LAPTOPS/NEX GEN LAPTOPS/dell xps 7590.jfif,{}
